Medication,Time,Indication,Outcome,Product
Coreg,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Corgard,N/A,Angina/Chest Pain,Based on date of diagnosis:Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 years-Preferred,Transamerica Solutions
Cortef,N/A,Multiple Sclerosis,Standard,Transamerica Solutions
Cortisone,N/A,Hepatitis B or C,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if resolved,Transamerica Solutions
Cosmegen,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Coumadin,N/A,Heart Attack,Date of Heart Attack: Within 1 yr-Graded Within 2 yrs-Standard > 2 yrs-Preferred,Transamerica Solutions
Coumadin,N/A,Stroke/CVA,Date of Stroke: Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 yrs-Preferred,Transamerica Solutions
Cozaar,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Crizotinib,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Cuprimine,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Cyclophosphamide,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Cycloset,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Cyclosporine,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Cyproheptadine,N/A,Multiple Sclerosis,Standard,Transamerica Solutions
Dactinomycin,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Daliresp,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Dantrium,N/A,Muscular Dystrophy,Within 1 yr-Graded Over 1 yr-Preferred,Transamerica Solutions
Dantrolene,N/A,Muscular Dystrophy,Within 1 yr-Graded Over 1 yr-Preferred,Transamerica Solutions
Dasatinib,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Degarelix,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Delatestryl,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Delestrogen,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Demadex,N/A,Cirrhosis,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Demadex,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Demadex,N/A,Kidney/Renal Disease,Within 4 yrs-Std Over 4 yrs-PreferredOn Dialysis-Graded,Transamerica Solutions
Denosumab,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Depacon,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Depade,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Depade,N/A,Drug Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Depakene,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Depakote,N/A,Seizures,Within 1 yr and > 12 seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Depakote Sprinkles,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Depo-Estradiol,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Depo-Provera,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Depo-Testosterone,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Dexamethasone,N/A,Multiple Sclerosis,Standard,Transamerica Solutions
Diabeta,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Diovan,N/A,Congestive Heart Failure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Diazepam,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Diazepam Intensol,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Digitek,N/A,Arrhythmia/Irregular HeartRhythm,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Digoxin,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Digoxin,N/A,Arrhythmia/Irregular HeartRhythm,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Dilantin,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Diltiazem,N/A,Angina/Chest Pain,Based on date of diagnosis:Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 years-Preferred,Transamerica Solutions
Diltiazem,N/A,Arrhythmia/Irregular HeartRhythm,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Diphen,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Diphenhydramine,N/A,Parkinson's Disease,Standard,Transamerica Solutions
Disulfiram,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Divalproex,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Dobutamine,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Docefrez,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Docetaxel,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Dopamine,N/A,Congestive Heart Failure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Dopamine,N/A,Kidney/Renal Disease,Within 4 yrs-Std Over 4 yrs-PreferredOn Dialysis-Graded,Transamerica Solutions
Doxil,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Doxorubicin,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Doxorubicin,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Drisdol,N/A,Kidney/Renal Disease,Within 4 yrs-Std Over 4 yrs-Preferred On Dialysis-Graded,Transamerica Solutions
Dronedarone,N/A,Arrhythmia,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Duetact,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Dulera,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma, Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
DuoNeb,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Dyazide,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Dyazide,N/A,Congestive Heart Failure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF Resolved,Transamerica Solutions
Dyazide,N/A,Kidney/Renal Disease,Within 4 yrs-Std Over 4 yrs-Preferred On Dialysis-Graded,Transamerica Solutions
Dyphylline Guaifenesin,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, Chronic Bronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Eligard,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Eliquis,N/A,Arrhythmia,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Eliquis,N/A,Circulatory/VascularDisorder,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Ellence,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Eloxatin,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Emcyt,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Enalapril Maleate,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Enoxaparin,N/A,Circulatory/VascularDisorder,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Entecavir,N/A,Hepatitis B or C,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if resolved,Transamerica Solutions
Entresto,N/A,Congestive HeartFailure/CHF,"Within one yr-graded,Within 2 yrs-Standard, Over 2 yrs-Preferred if CHF resolved ",Transamerica Solutions
Enulose,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Epiklor,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Epiklor,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Epirubicin,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Epitol,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Epogen,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Epogen,N/A,Circulatory/VascularDisorder,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Epogen,N/A,Kidney/Renal Disease,Within 4 yrs-Std Over 4 yrs-Preferred On Dialysis-Graded,Transamerica Solutions
Epvir,N/A,Hepatitis B or C,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if resolved,Transamerica Solutions
Equetro,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Erbitux,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Erlotinib,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Esterifed Estrogens,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Estrace,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Estradiol,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Estradiol Valerate,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Estramustine,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Ethosuximide,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Ethotoin,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Etopophos,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Etoposide,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Etoposide Phosphate,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Eulexin,N/A,Cancer,"Within 2 yrs-Decline,Within 2 to 4 yrs-Graded,Over 4 yrs-Preferred ",Transamerica Solutions
Everolimus,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Exemestane,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Exenatide,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Ezogabine,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and > 12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Fanatrex,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Felbamate,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Felbatol,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Femara,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Firmagon,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Flagyl,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Flecainide,N/A,Arrhythmia/Irregular HeartRhythm,"Within 2 yrs-Standard, Over2 yrs-Preferred ",Transamerica Solutions
Flexbumin,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Flovent,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Floxuridine,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Fluorouracil,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Flutamide,N/A,Cancer,"Within 2 yrs-Decline,Within 2 to 4 yrs-Graded,Over 4 yrs-Preferred ",Transamerica Solutions
Fluticasone,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Fluticasone Salmeterol,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma, Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Fomepizole,N/A,Alcohol Abuse,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Foradil Aerolizer,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Formoterol Fumarate,N/A,"Chronic Obstructive Pulmonary Disease,Emphysema, Chronic Asthma,Black Lung, ChronicBronchitis, ChronicRespiratory Disease ",Standard,Transamerica Solutions
Fortamet,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Fosinopril,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Fosphenytoin,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Fragmin,N/A,Angina/Chest Pain,Based on date of diagnosis:Within 1 yr-Graded; Within 2 yrs-Standard; Over 2 years-Preferred,Transamerica Solutions
Fragmin,N/A,Heart Attack,Date of Heart Attack: Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Fragmin,N/A,Circulatory/VascularDisorder,Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Furosemide,N/A,Cirrhosis,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Furosemide,N/A,Congestive HeartFailure/CHF,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if CHF resolved,Transamerica Solutions
Fusilev,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Gabapentin,N/A,Seizures,Within 1 yr and > 12 seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12seizures respectively-Preferred,Transamerica Solutions
Gabitril,N/A,Seizures,Within 1 yr and > 12seizures in last yr-Graded; Within 2 yrs and >12 seizures in last 2 yrs-Std; Over 2 years or < 12 seizures respectively-Preferred,Transamerica Solutions
Galzin,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Gemcitabine,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Gemzar,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Generlac,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Gengraf,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Gilenya,N/A,Multiple Sclerosis,Standard,Transamerica Solutions
Gleevec,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Glimepiride,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Glipizide,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Glipizide-Metformin,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Glucophage,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Glucotrol,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Glucovance,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Glumetza,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, then Graded ",Transamerica Solutions
Glyburide,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Glyburide-Metformin,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Glynase,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Glyset,N/A,Non-Insulin Diabetes/Type 2,"Preferred unless diagnosedprior to age 18, thenGraded ",Transamerica Solutions
Goserelin,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Granisetron,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Harvoni,N/A,Hepatitis C,"Within 1 yr-Graded, Within2 yrs-Standard, Over 2 yrs-Preferred if resolved ",Transamerica Solutions
Hecoria,N/A,Liver Disease,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred,Transamerica Solutions
Hepsera,N/A,Hepatitis B or C,Within 1 yr-Graded Within 2 yrs-Standard Over 2 yrs-Preferred if resolved,Transamerica Solutions
Herceptin,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
Hexalen,N/A,Cancer,Within 2 yrs-Decline Within 2 to 4 yrs-GradedOver 4 yrs-Preferred,Transamerica Solutions
